time,node,obs,obs_st
15,1,I,1
15,8,I,1
15,26,I,1
15,31,I,1
15,46,I,1
15,53,I,1
15,55,I,1
15,57,I,1
15,61,I,1
15,74,I,1
15,77,I,1
15,82,I,1
15,95,I,1
