time,node,obs,obs_st
15,0,I,1
15,5,I,1
15,7,I,1
15,11,I,1
15,21,I,1
15,26,I,1
15,30,I,1
15,33,I,1
15,38,I,1
15,40,I,1
15,51,I,1
15,59,I,1
15,71,I,1
15,72,I,1
15,83,I,1
15,85,I,1
15,92,I,1
