time,node,obs,obs_st
15,11,I,1
15,17,I,1
15,23,I,1
15,29,I,1
15,45,I,1
15,57,I,1
15,60,I,1
15,71,I,1
15,86,I,1
15,92,I,1
15,94,I,1
