time,node,obs,obs_st
12,2,I,1
12,3,I,1
12,17,I,1
12,18,I,1
12,32,I,1
12,38,I,1
12,45,I,1
12,60,I,1
12,63,I,1
12,68,I,1
12,73,I,1
