sib_psus70_psrc2,ann_psus07_4lpow_psrc2,ann_psus07_3lpow_psrc2,MF,CT
0.7683465959328029,0.7771883289124668,0.7780725022104332,0.7692307692307693,0.759946949602122
0.6672268907563025,0.657142857142857,0.657142857142857,0.6436974789915966,0.6327731092436975
0.7173469387755101,0.7204081632653061,0.7255102040816326,0.7234693877551021,0.7081632653061224
0.9929824561403509,0.9894736842105263,0.9859649122807018,0.9789473684210527,0.9789473684210527
0.7654784240150094,0.7392120075046905,0.7373358348968105,0.7964352720450282,0.7631332082551595
0.7531194295900178,0.750445632798574,0.7549019607843137,0.768270944741533,0.7526737967914439
0.7445378151260504,0.761344537815126,0.7596638655462186,0.7008403361344537,0.7109243697478992
0.6836734693877551,0.6819727891156462,0.6811224489795918,0.6454081632653061,0.6326530612244897
0.6711538461538461,0.6836538461538462,0.6875,0.7057692307692308,0.7105769230769231
0.6413255360623782,0.6442495126705653,0.6461988304093568,0.6578947368421052,0.7002923976608187
0.7638640429338104,0.778175313059034,0.7817531305903399,0.7567084078711986,0.7209302325581395
0.7412790697674418,0.7390988372093023,0.7390988372093023,0.7412790697674418,0.7129360465116279
0.7117647058823529,0.7105882352941177,0.7082352941176471,0.7058823529411764,0.6935294117647058
0.7540229885057472,0.7482758620689656,0.7448275862068966,0.7551724137931035,0.7206896551724138
0.7939958592132506,0.7898550724637681,0.7846790890269151,0.7991718426501035,0.7546583850931676
0.6467013888888888,0.631076388888889,0.6310763888888888,0.6085069444444444,0.6076388888888888
0.8475877192982456,0.8464912280701755,0.8475877192982456,0.8695175438596492,0.8360745614035088
0.824074074074074,0.838888888888889,0.8351851851851853,0.7962962962962963,0.7972222222222223
0.6095238095238096,0.6285714285714286,0.6428571428571428,0.6285714285714286,0.5952380952380953
0.9494680851063829,0.9547872340425533,0.9574468085106383,0.9361702127659575,0.839095744680851
0.41237113402061853,0.3058419243986254,0.38144329896907214,0.5,0.5
0.7689144736842106,0.75,0.7516447368421053,0.7639802631578948,0.7286184210526316
0.743956043956044,0.7538461538461538,0.7527472527472527,0.7131868131868132,0.6923076923076923
0.8284823284823285,0.8336798336798337,0.8336798336798337,0.7983367983367984,0.7713097713097713
0.8926406926406927,0.8917748917748918,0.8891774891774891,0.8701298701298702,0.8233766233766234
0.63671875,0.62890625,0.63359375,0.65625,0.6585937499999999
0.8998628257887518,0.8984910836762688,0.8998628257887518,0.8943758573388203,0.8991769547325102
0.6740576496674058,0.7250554323725056,0.7217294900221729,0.5521064301552107,0.5687361419068737
0.791320406278855,0.8060941828254848,0.8024007386888273,0.7599261311172669,0.7700831024930748
0.7867063492063492,0.8313492063492064,0.8303571428571429,0.6934523809523809,0.6646825396825397
0.7782193958664547,0.7686804451510334,0.7686804451510334,0.7965023847376789,0.7817965023847377
0.5625,0.5833333333333333,0.5520833333333333,0.765625,0.671875
0.6787280701754387,0.668859649122807,0.6710526315789473,0.6962719298245614,0.6869517543859649
0.7564102564102564,0.7307692307692307,0.7416173570019724,0.7199211045364892,0.717948717948718
0.837037037037037,0.8361111111111111,0.8333333333333334,0.8351851851851853,0.826388888888889
0.6914285714285714,0.6824489795918367,0.6816326530612246,0.713469387755102,0.7016326530612245
0.5143745143745144,0.5128205128205128,0.5143745143745144,0.5664335664335665,0.5606060606060606
0.8225108225108225,0.812987012987013,0.812987012987013,0.8173160173160173,0.7848484848484848
0.6728395061728395,0.6754850088183422,0.6772486772486772,0.6490299823633158,0.6538800705467371
0.8125,0.8181818181818181,0.8200757575757576,0.7926136363636364,0.7613636363636364
0.66,0.6477777777777778,0.65,0.6855555555555556,0.71
0.7013513513513514,0.722972972972973,0.7216216216216217,0.645945945945946,0.7054054054054054
0.7366666666666666,0.7291666666666667,0.7124999999999999,0.6891666666666667,0.6270833333333333
0.6316526610644257,0.6295518207282913,0.6274509803921569,0.6512605042016806,0.6313025210084034
0.685024154589372,0.6830917874396135,0.6830917874396136,0.731400966183575,0.6937198067632852
0.8202247191011236,0.7752808988764045,0.7752808988764045,0.7078651685393258,0.7303370786516854
0.6286231884057971,0.6322463768115942,0.6376811594202899,0.697463768115942,0.6630434782608696
0.6843317972350231,0.6797235023041475,0.6808755760368663,0.6993087557603687,0.6975806451612903
0.6647173489278752,0.6588693957115009,0.6578947368421053,0.6403508771929824,0.6349902534113061
0.7537537537537538,0.7397397397397396,0.7417417417417418,0.7707707707707707,0.7587587587587588
0.583732057416268,0.5741626794258373,0.583732057416268,0.594896331738437,0.5789473684210527
0.7905073649754502,0.8003273322422259,0.8019639934533551,0.779050736497545,0.7471358428805238
0.7200854700854701,0.7200854700854701,0.719017094017094,0.7307692307692308,0.6992521367521367
0.6771929824561403,0.7894736842105263,0.7964912280701754,0.5508771929824562,0.5245614035087719
0.7826086956521738,0.7792642140468228,0.7775919732441472,0.7608695652173912,0.7265886287625418
0.6684027777777779,0.681423611111111,0.6770833333333334,0.6467013888888888,0.6380208333333334
0.6846153846153845,0.7128205128205128,0.7141025641025641,0.6974358974358975,0.7064102564102563
