sib_psus70_psrc2,ann_psus07_4lpow_psrc2,ann_psus07_3lpow_psrc2,MF,CT
0.702839756592292,0.6866125760649088,0.6866125760649088,0.7180527383367141,0.7221095334685598
0.7630700778642936,0.7686318131256952,0.764182424916574,0.7652947719688543,0.7625139043381535
0.7996357012750455,0.8005464480874317,0.802367941712204,0.7950819672131147,0.7504553734061931
0.7856209150326797,0.7281045751633987,0.7346405228758169,0.8130718954248366,0.692156862745098
0.8722222222222222,0.8805555555555555,0.8763888888888889,0.8472222222222222,0.8173611111111111
0.7142857142857143,0.7157738095238095,0.7165178571428572,0.6964285714285714,0.6867559523809524
0.858695652173913,0.8396739130434784,0.8342391304347826,0.8831521739130435,0.8695652173913043
0.7627302275189599,0.7594799566630552,0.7638136511375948,0.7735644637053088,0.7589382448537378
0.5926170072511536,0.5912986156888597,0.5945945945945945,0.6058009228740936,0.6067897165458142
0.6868686868686869,0.7215007215007214,0.7157287157287157,0.6955266955266955,0.6948051948051948
0.6898527004909983,0.7037643207855975,0.6988543371522095,0.6972176759410802,0.6980360065466448
0.7722222222222223,0.7642857142857142,0.7674603174603175,0.761904761904762,0.744047619047619
0.7657232704402517,0.7712264150943396,0.7720125786163522,0.7767295597484277,0.7692610062893082
0.7281746031746031,0.7132936507936508,0.7192460317460317,0.6974206349206349,0.6656746031746031
0.7471264367816092,0.7394636015325671,0.7432950191570882,0.7547892720306514,0.7394636015325671
0.5777777777777777,0.5659259259259259,0.5644444444444444,0.5659259259259259,0.5751851851851852
0.8323494687131051,0.8158205430932703,0.8158205430932703,0.7886658795749705,0.7491145218417946
0.9608695652173913,0.9608695652173914,0.9586956521739131,0.9239130434782609,0.8260869565217391
0.6597796143250689,0.6584022038567494,0.6597796143250689,0.6515151515151515,0.6205234159779615
0.6831275720164609,0.654320987654321,0.6556927297668038,0.6954732510288066,0.6550068587105624
0.4845360824742268,0.28522336769759454,0.5996563573883162,0.5,0.5
0.8627906976744185,0.8790697674418605,0.8837209302325582,0.7930232558139535,0.7372093023255814
0.6279296875,0.6298828125,0.6298828125,0.609375,0.61181640625
0.6074933095450491,0.6101694915254237,0.6101694915254237,0.6039250669045494,0.5829616413916145
0.775735294117647,0.7582720588235294,0.7637867647058824,0.7886029411764706,0.7775735294117647
0.8395303326810176,0.8052837573385518,0.8140900195694716,0.834637964774951,0.812133072407045
0.7269503546099291,0.7588652482269503,0.7553191489361702,0.7765957446808511,0.75177304964539
0.7738359201773836,0.7782705099778271,0.7838137472283814,0.7904656319290466,0.7538802660753882
0.5918560606060606,0.5965909090909091,0.5956439393939394,0.5625,0.5355113636363636
0.5683391003460208,0.5432525951557093,0.5311418685121108,0.5709342560553633,0.5363321799307958
0.5897615708274895,0.6129032258064516,0.6122019635343618,0.5750350631136045,0.5610098176718092
0.6812169312169312,0.6931216931216931,0.6917989417989419,0.6732804232804233,0.6732804232804233
0.6866666666666666,0.6944444444444444,0.6988888888888889,0.6799999999999999,0.6994444444444444
0.7491935483870967,0.7411290322580645,0.7467741935483871,0.739516129032258,0.7282258064516128
0.5932047750229568,0.5867768595041323,0.5922865013774105,0.6225895316804408,0.6216712580348944
0.5903814262023217,0.6098673300165838,0.6028192371475953,0.5456053067993367,0.5530679933665008
0.6711590296495957,0.6731805929919139,0.6630727762803234,0.667789757412399,0.6630727762803235
0.6904109589041096,0.7050228310502282,0.6968036529680365,0.7031963470319634,0.7210045662100457
0.6845070422535211,0.6854460093896713,0.688262910798122,0.6892018779342723,0.6737089201877935
0.8028335301062574,0.7414403778040142,0.7579693034238488,0.8016528925619835,0.7715466351829988
0.6794468887492143,0.6781898177247015,0.6825895663104965,0.666247642991829,0.6445631678189818
0.8577777777777778,0.8518518518518519,0.845925925925926,0.8696296296296295,0.8777777777777778
0.7873563218390803,0.7939244663382595,0.7963875205254515,0.7660098522167488,0.7705254515599343
0.6296296296296297,0.6500377928949358,0.6500377928949357,0.6031746031746033,0.5956160241874527
0.6919642857142857,0.6949404761904762,0.7038690476190477,0.6428571428571429,0.5677083333333334
0.57984496124031,0.5767441860465117,0.5751937984496124,0.575968992248062,0.5713178294573643
0.6018518518518519,0.5952380952380952,0.593915343915344,0.5886243386243386,0.5747354497354498
0.7585513078470825,0.7565392354124749,0.7625754527162978,0.7283702213279678,0.7087525150905432
0.8229508196721311,0.8153005464480874,0.8142076502732241,0.8021857923497268,0.7754098360655738
0.7228915662650601,0.7891566265060241,0.7801204819277109,0.6295180722891566,0.6204819277108433
0.6746376811594202,0.6804347826086956,0.6775362318840579,0.6594202898550725,0.6362318840579709
0.6870175438596492,0.696140350877193,0.6968421052631578,0.7024561403508771,0.7042105263157895
0.8781362007168458,0.8494623655913979,0.8494623655913979,0.8745519713261648,0.8673835125448028
0.6443001443001444,0.6558441558441559,0.6558441558441558,0.6385281385281385,0.6507936507936509
0.8172043010752688,0.8218125960061444,0.8133640552995391,0.8026113671274961,0.7788018433179723
0.7034632034632035,0.698051948051948,0.7056277056277056,0.7132034632034632,0.7413419913419914
0.8011204481792717,0.8048552754435107,0.8057889822595704,0.7740429505135388,0.7446311858076564
0.7142857142857143,0.7062682215743441,0.7091836734693877,0.7434402332361516,0.7532798833819242
0.7988505747126438,0.7514367816091954,0.7600574712643678,0.7701149425287357,0.7658045977011495
0.658869395711501,0.6617933723196882,0.6617933723196882,0.6481481481481481,0.6447368421052632
0.6684782608695653,0.666304347826087,0.6673913043478262,0.6673913043478261,0.654891304347826
0.7313725490196078,0.7333333333333334,0.7352941176470589,0.7156862745098038,0.6725490196078432
0.5475524475524476,0.541958041958042,0.5433566433566434,0.5636363636363636,0.5524475524475524
0.6473214285714285,0.6640625,0.6584821428571428,0.6149553571428571,0.5887276785714286
0.6914285714285714,0.6585714285714286,0.6635714285714286,0.7014285714285715,0.6950000000000001
0.6397941680960549,0.6535162950257289,0.6535162950257289,0.6286449399656947,0.6252144082332762
0.5853174603174602,0.5866402116402116,0.5806878306878307,0.578042328042328,0.5548941798941799
0.7285714285714285,0.7419642857142857,0.74375,0.7160714285714286,0.6723214285714285
0.7987804878048781,0.7835365853658537,0.7835365853658537,0.8689024390243902,0.8018292682926829
0.6773816481589714,0.6808883693746347,0.6762127410870836,0.6446522501461133,0.6519579193454119
0.7574404761904763,0.7663690476190476,0.7633928571428572,0.7589285714285715,0.7202380952380952
0.8526315789473684,0.8561403508771929,0.8456140350877193,0.8947368421052632,0.7403508771929823
0.6989942528735632,0.6853448275862069,0.6882183908045977,0.6831896551724138,0.663433908045977
0.6734234234234234,0.6824324324324323,0.6824324324324325,0.6610360360360361,0.6261261261261262
0.7967032967032966,0.7912087912087912,0.7912087912087912,0.8076923076923077,0.7728937728937728
0.7462121212121212,0.7424242424242424,0.7462121212121212,0.7026515151515151,0.6723484848484849
0.5369458128078818,0.5541871921182265,0.548440065681445,0.5155993431855501,0.599343185550082
0.5820433436532508,0.5614035087719298,0.5614035087719298,0.6099071207430341,0.6341589267285862
0.6662531017369727,0.6811414392059554,0.6761786600496278,0.6439205955334988,0.6147642679900744
0.6146010186757216,0.6146010186757216,0.6154499151103565,0.6468590831918506,0.632427843803056
0.7423363711681855,0.7265948632974317,0.724109362054681,0.724109362054681,0.684341342170671
0.6371814092953523,0.6341829085457271,0.6409295352323838,0.6394302848575711,0.618815592203898
0.7112794612794613,0.7306397306397306,0.7264309764309764,0.6952861952861953,0.6473063973063973
0.7710843373493976,0.7697456492637216,0.7737617135207497,0.7603748326639893,0.7248995983935742
0.5492063492063491,0.5404761904761906,0.5428571428571428,0.584920634920635,0.5944444444444444
0.9081632653061225,0.9081632653061225,0.9081632653061225,0.9183673469387755,0.9540816326530612
0.7602339181286549,0.7828947368421052,0.7755847953216374,0.726608187134503,0.6783625730994152
0.5517543859649123,0.5535087719298245,0.5543859649122806,0.5771929824561404,0.5583333333333333
0.6422668240850059,0.6174734356552538,0.6328217237308147,0.665879574970484,0.6192443919716647
0.9795918367346939,0.9795918367346939,0.9693877551020408,0.9693877551020408,0.9540816326530612
0.8108974358974359,0.8376068376068376,0.8344017094017094,0.7724358974358974,0.7542735042735043
0.6440972222222222,0.6432291666666666,0.6414930555555556,0.6571180555555556,0.6657986111111112
0.6701388888888888,0.6684027777777778,0.6744791666666666,0.6336805555555555,0.6063368055555556
0.6571969696969697,0.646780303030303,0.643939393939394,0.6534090909090908,0.6216856060606061
0.4847826086956522,0.5,0.4942028985507246,0.4710144927536232,0.4688405797101449
0.8284106891701828,0.8115330520393812,0.8073136427566807,0.7623066104078762,0.7426160337552742
0.7295454545454545,0.7511363636363636,0.7477272727272728,0.6840909090909091,0.6710227272727274
0.7273809523809524,0.7125,0.7148809523809524,0.7226190476190476,0.6851190476190476
0.7715311004784688,0.7787081339712919,0.7822966507177034,0.7822966507177034,0.7864832535885167
