time,node,obs,obs_st
15,8,I,1
15,13,I,1
15,14,I,1
15,24,I,1
15,25,I,1
15,26,I,1
15,28,I,1
15,34,I,1
15,35,I,1
15,38,I,1
15,43,I,1
15,49,I,1
15,60,I,1
15,68,I,1
15,84,I,1
15,85,I,1
15,89,I,1
15,91,I,1
