time,node,obs,obs_st
15,3,I,1
15,4,I,1
15,10,I,1
15,12,I,1
15,17,I,1
15,19,I,1
15,25,I,1
15,26,I,1
15,31,I,1
15,42,I,1
15,46,I,1
15,49,I,1
15,51,I,1
15,52,I,1
15,53,I,1
15,59,I,1
15,60,I,1
15,61,I,1
15,65,I,1
15,68,I,1
15,70,I,1
15,73,I,1
15,77,I,1
15,79,I,1
15,81,I,1
15,84,I,1
15,86,I,1
15,87,I,1
15,88,I,1
15,89,I,1
15,96,I,1
15,98,I,1
15,99,I,1
