time,node,obs,obs_st
12,2,I,1
12,5,I,1
12,6,I,1
12,7,I,1
12,9,I,1
12,19,I,1
12,21,I,1
12,28,I,1
12,29,I,1
12,35,I,1
12,39,I,1
12,41,I,1
12,44,I,1
12,46,I,1
12,47,I,1
12,51,I,1
12,59,I,1
12,63,I,1
12,64,I,1
12,71,I,1
12,75,I,1
12,88,I,1
12,92,I,1
12,94,I,1
