time,node,obs,obs_st
12,2,I,1
12,6,I,1
12,7,I,1
12,8,I,1
12,11,I,1
12,18,I,1
12,22,I,1
12,23,I,1
12,26,I,1
12,30,I,1
12,32,I,1
12,43,I,1
12,44,I,1
12,50,I,1
12,53,I,1
12,56,I,1
12,63,I,1
12,64,I,1
12,67,I,1
12,70,I,1
12,72,I,1
12,73,I,1
12,74,I,1
12,77,I,1
12,82,I,1
12,85,I,1
12,86,I,1
12,89,I,1
