time,node,obs,obs_st
0,82,S,0
1,28,S,0
1,75,I,1
2,23,S,0
3,80,S,0
4,47,S,0
5,61,S,0
6,8,S,0
7,89,S,0
8,63,I,1
8,89,S,0
9,53,S,0
10,51,S,0
10,73,I,1
11,42,S,0
11,52,I,1
12,1,S,0
