time,node,obs,obs_st
14,3,I,1
14,7,I,1
14,44,I,1
14,65,I,1
14,75,I,1
14,86,I,1
14,110,I,1
14,126,I,1
14,128,I,1
14,171,I,1
14,217,I,1
14,259,I,1
14,277,I,1
14,298,I,1
14,299,I,1
14,301,I,1
14,305,I,1
14,309,I,1
