time,node,obs,obs_st
0,50,S,0
1,0,S,0
1,11,I,1
2,34,S,0
2,59,I,1
3,5,I,1
3,66,S,0
4,22,I,1
4,65,S,0
4,72,I,1
5,9,I,1
5,73,S,0
5,84,I,1
5,87,I,1
5,91,I,1
6,41,I,1
6,58,S,0
7,31,I,1
7,46,I,1
7,47,I,1
7,50,S,0
7,75,I,1
8,6,I,1
8,60,S,0
9,55,S,0
10,28,I,1
10,30,I,1
10,40,I,1
10,66,S,0
10,89,I,1
11,8,I,1
11,39,I,1
11,90,S,0
12,4,I,1
12,42,S,0
12,63,I,1
12,65,I,1
12,81,I,1
