time,node,obs,obs_st
0,22,S,0
1,88,S,0
2,19,S,0
3,88,S,0
4,79,S,0
5,80,S,0
6,48,S,0
7,76,S,0
8,14,S,0
9,65,S,0
10,1,S,0
10,45,I,1
11,56,S,0
12,11,I,1
12,22,S,0
12,38,I,1
