time,node,obs,obs_st
0,28,S,0
1,20,S,0
2,46,S,0
3,19,S,0
3,90,I,1
4,37,I,1
4,63,I,1
4,72,I,1
4,82,S,0
5,8,I,1
5,47,I,1
5,49,S,0
5,57,I,1
6,4,I,1
6,36,I,1
6,53,I,1
6,67,S,0
6,87,I,1
7,28,I,1
7,54,I,1
7,91,I,1
8,41,I,1
8,56,I,1
8,61,S,0
8,64,I,1
8,65,I,1
9,58,S,0
10,1,S,0
11,5,I,1
11,18,I,1
11,27,I,1
11,50,I,1
12,7,I,1
12,32,I,1
12,34,I,1
12,35,I,1
12,49,S,0
12,76,I,1
12,88,I,1
12,92,I,1
