time,node,obs,obs_st
0,58,S,0
1,24,S,0
2,37,I,1
2,52,S,0
3,0,S,0
3,67,I,1
4,12,S,0
5,35,I,1
6,68,S,0
7,2,S,0
8,22,S,0
8,59,I,1
8,72,I,1
9,39,S,0
10,78,S,0
11,25,I,1
11,28,S,0
11,63,I,1
11,74,I,1
12,5,I,1
12,52,I,1
