time,node,obs,obs_st
0,52,S,0
1,68,S,0
2,7,I,1
2,74,S,0
3,25,S,0
3,46,I,1
4,41,I,1
4,44,S,0
5,56,I,1
5,75,S,0
6,19,I,1
6,36,I,1
6,43,I,1
6,48,I,1
6,78,S,0
7,6,I,1
7,22,I,1
8,35,I,1
8,77,I,1
8,91,I,1
9,32,S,0
9,87,I,1
10,18,I,1
10,26,I,1
10,44,I,1
10,49,S,0
10,77,I,1
10,92,I,1
10,93,I,1
11,8,I,1
11,13,S,0
11,57,I,1
12,17,I,1
12,21,I,1
12,32,I,1
12,50,I,1
12,81,I,1
12,94,I,1
