time,node,obs,obs_st
12,8,I,1
12,9,I,1
12,27,I,1
12,30,I,1
12,32,I,1
12,39,I,1
12,54,I,1
12,63,I,1
12,64,I,1
12,65,I,1
12,72,I,1
12,75,I,1
12,82,I,1
12,84,I,1
12,88,I,1
