time,node,obs,obs_st
0,25,S,0
1,5,I,1
1,55,S,0
2,92,S,0
3,47,S,0
4,77,S,0
5,72,I,1
5,93,S,0
6,20,S,0
7,32,S,0
8,30,S,0
9,9,I,1
10,24,I,1
10,68,S,0
11,30,I,1
11,93,S,0
12,23,I,1
12,39,I,1
12,57,S,0
