time,node,obs,obs_st
0,68,S,0
1,66,S,0
2,15,I,1
2,68,S,0
3,84,S,0
4,10,S,0
4,48,I,1
5,68,S,0
6,44,S,0
7,25,S,0
8,8,S,0
9,59,S,0
10,93,S,0
11,84,S,0
12,4,S,0
