time,node,obs,obs_st
0,30,S,0
1,50,S,0
2,55,S,0
3,37,I,1
3,87,S,0
4,14,I,1
4,23,S,0
5,27,I,1
5,59,S,0
6,9,S,0
7,90,S,0
8,2,S,0
9,35,S,0
10,3,S,0
11,40,S,0
12,41,S,0
12,68,I,1
