time,node,obs,obs_st
0,87,S,0
1,60,S,0
2,25,I,1
2,60,S,0
2,83,I,1
3,69,S,0
4,48,I,1
4,53,S,0
5,53,S,0
6,33,I,1
6,75,S,0
7,84,S,0
8,75,S,0
9,0,S,0
10,37,S,0
10,40,I,1
11,11,I,1
11,45,I,1
11,74,S,0
12,6,I,1
12,32,I,1
12,63,I,1
12,77,I,1
12,82,I,1
