time,node,obs,obs_st
15,5,I,1
15,9,I,1
15,10,I,1
15,11,I,1
15,13,I,1
15,29,I,1
15,31,I,1
15,43,I,1
15,44,I,1
15,47,I,1
15,55,I,1
15,75,I,1
15,78,I,1
15,82,I,1
15,83,I,1
15,84,I,1
15,94,I,1
15,95,I,1
15,96,I,1
