time,node,obs,obs_st
12,4,I,1
12,7,I,1
12,8,I,1
12,9,I,1
12,11,I,1
12,24,I,1
12,26,I,1
12,27,I,1
12,29,I,1
12,33,I,1
12,36,I,1
12,41,I,1
12,44,I,1
12,47,I,1
12,62,I,1
12,68,I,1
12,72,I,1
12,73,I,1
12,76,I,1
12,77,I,1
12,79,I,1
12,80,I,1
12,82,I,1
12,86,I,1
12,87,I,1
12,88,I,1
12,89,I,1
12,94,I,1
